504260	16189	multi-table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/fishbase	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016).	2018-11-14T23:08:56.731Z
350213	9655	dwca	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/arthropodEasyCaptureAMNH	Digital Bee Collections Network, 2014 (and updates). Version: 2015-03-18. National Science Foundation grant DBI 0956388; PBI: Phytophagous Insects as a Model Group for Documenting Planetary Biodiversity (Insecta: Heteroptera: Miridae: Orthotylinae, Phylinae). Version: 08 Mar 2016. National Science Foundation grant DBI#0316495; Tri-Trophic Thematic Collection Network, 2014 (and updates). Version: 08 Mar 2016. http://tcn.amnh.org/. National Science Foundation grant(s) EF#1115081, EF#1115103, EF#1115080, EF#1115144, EF#1115191, EF#1115104, EF#1115115	2018-11-14T23:06:12.089Z
271904	14872	single table	https://globalbioticinteractions.org/?accordingTo=globi:millerse/Wardeh-et-al.-2015	Sarah E Miller. 4/18/2016. Species associations from Wardeh, M. et al. Database of host-pathogen and related species interactions, and their global distribution. Sci. Data 2:150049 doi: 10.1038/sdata.2015.49 (2015)	2018-11-14T23:57:59.059Z
242429	53459	single table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/natural-history-museum-london-interactions-bank	Ed Baker; Ian J. Kitching; George W. Beccaloni; Amoret Whitaker et al. (2016). Dataset: NHM Interactions Bank. Natural History Museum Data Portal (data.nhm.ac.uk). https://doi.org/10.5519/0060767	2018-11-14T23:59:18.054Z
225564	1262	single table	https://globalbioticinteractions.org/?accordingTo=globi:millerse/Dapstrom-integrated-database-and-portal-for-fish-stomach-records	Pinnegar, J.K. (2014). DAPSTOM - An Integrated Database & Portal for Fish Stomach Records. Version 4.7. Centre for Environment, Fisheries & Aquaculture Science, Lowestoft, UK. February 2014, 39pp.	2018-11-14T23:08:07.099Z
183935	837	single table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/ices	Cooperative Research Report No. 164; Cooperative Research Report No. 219, ICES Stomach DatasetImpl, International Council for the Exploration of the Sea (ICES). Available at http://www.ices.dk/products/cooperative.asp .	2018-11-14T23:55:53.930Z
183773	34194	single table	https://globalbioticinteractions.org/?accordingTo=globi:EOL/pseudonitzchia	A. Thessen. 2014. Species associations extracted from EOL text data objects via text mining.	2018-11-14T23:59:33.580Z
122328	377	single table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/noaa-reem	Resource Ecology and Ecosystem Modeling (REEM) - Groundfish Diet Data of Aleutian Islands, Alaska Fisheries Science Center, NOAA; Resource Ecology and Ecosystem Modeling (REEM) - Groundfish Diet Data of Gulf of Alaska, Alaska Fisheries Science Center, NOAA; Resource Ecology and Ecosystem Modeling (REEM) - Groundfish Diet of Data Bering Sea, Alaska Fisheries Science Center, NOAA	2018-11-14T23:18:07.423Z
99715	30220	single table	https://globalbioticinteractions.org/?accordingTo=globi:millerse/US-National-Parasite-Collection	http://invertebrates.si.edu/parasites.htm	2018-11-14T23:59:11.563Z
96647	736	single table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/roopnarine	Roopnarine, P. D., & Hertog, R. (2013). Detailed Food Web Networks of Three Greater Antillean Coral Reef Systems: The Cayman Islands, Cuba, and Jamaica. Dataset Papers in Ecology, 2013, 1–9. doi:10.7167/2013/857470	2018-11-14T23:57:56.907Z
74304	1908	multi-table	https://globalbioticinteractions.org/?accordingTo=globi:GoMexSI/interaction-data	http://gomexsi.tamucc.edu	2018-11-14T23:05:40.441Z
61195	19793	multi-table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/bioinfo	Food Webs and Species Interactions in the Biodiversity of UK and Ireland (Online). 2017. Data provided by Malcolm Storey. Also available from http://bioinfo.org.uk.	2018-11-14T23:20:10.445Z
60794	8224	multi-table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/web-of-life	Web of Life. http://www.web-of-life.es .	2018-11-14T23:09:16.802Z
44116	12326	json	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/inaturalist	http://iNaturalist.org is a place where you can record what you see in nature, meet other nature lovers, and learn about the natural world.	2018-11-14T23:20:12.670Z
43645	9124	single table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/ferrer-paris	Ferrer-Paris, José R.; Sánchez-Mercado, Ada Y.; Lozano, Cecilia; Zambrano, Liset; Soto, José; Baettig, Jessica; Leal, María (2014): A compilation of larval host-plant records for six families of butterflies (Lepidoptera: Papilionoidea) from available electronic resources. figshare. http://dx.doi.org/10.6084/m9.figshare.1168861	2018-11-14T23:08:08.872Z
40474	6122	multi-table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/sealifebase	Palomares, M.L.D. and D. Pauly. Editors. 2016. SeaLifeBase. World Wide Web electronic publication. www.sealifebase.org, version (10/2016).	2018-11-14T23:58:51.863Z
39520	4955	single table	https://globalbioticinteractions.org/?accordingTo=globi:kinseyfish/dietdatabase	Allen Hurlbert. 2017. Avian Diet Database.	2018-11-14T23:18:48.827Z
39476	4955	single table	https://globalbioticinteractions.org/?accordingTo=globi:hurlbertlab/dietdatabase	Allen Hurlbert. 2017. Avian Diet Database.	2018-11-14T23:05:19.928Z
38008	14200	single table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/strona	Giovanni Strona, Maria Lourdes D. Palomares, Nicolas Bailly, Paolo Galli, and Kevin D. Lafferty. 2013. Host range, host ecology, and distribution of more than 11800 fish parasite species. Ecology 94:544. http://dx.doi.org/10.1890/12-1419.1 .	2018-11-14T23:19:14.512Z
34931	240	multi-table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/barnes	Barnes, C. et al., 2008. Predator and prey body sizes in marine food webs. Ecology, 89(3), pp.881–881. Available at: https://doi.org/10.1890/07-1551.1 . Data provided by Carolyn Barnes. Also available at http://www.esapubs.org/Archive/ecol/E089/051/ .	2018-11-14T23:05:57.225Z
34179	6268	single table	https://globalbioticinteractions.org/?accordingTo=globi:millerse/Ecological-Database-of-the-World-s-Insect-Pathogens	Sarah E Miller. 12/13/2016. Species associations manually extracted from Onstad, D.W. EDWIP: Ecological Database of the World's Insect Pathogens. Champaign, Illinois: Illinois Natural History Survey, [23/11/2016]. http://insectweb.inhs.uiuc.edu/Pathogens/EDWIP.	2018-11-14T23:18:33.900Z
32120	4451	single table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/globalwebdb	Global Web Database (http://globalwebdb.com): an online collection of food webs. Accessed via https://www.globalwebdb.com/Service/DownloadArchive on 2017-10-12.	2018-11-14T23:05:02.721Z
31848	1157	single table	https://globalbioticinteractions.org/?accordingTo=globi:millerse/Arctos	Sarah E Miller. 7/6/2016. Arctos collection.	2018-11-14T23:19:21.155Z
30167	4101	rdf	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/spire	Semantic Prototypes in Research Ecoinformatics (SPIRE). Data provided by Joel Sachs. See also http://ebiquity.umbc.edu/get/a/publication/297.pdf .	2018-11-14T23:56:18.713Z
29548	4482	single table	https://globalbioticinteractions.org/?accordingTo=globi:Dryu0003/dietdatabase	Allen Hurlbert. 2017. Avian Diet Database.	2018-11-14T23:56:39.419Z
26462	1066	multi-table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/raymond	Raymond, B., Marshall, M., Nevitt, G., Gillies, C., van den Hoff, J., Stark, J.S., Losekoot, M., Woehler, E.J., and Constable, A.J. (2011) A Southern Ocean dietary database. Ecology 92(5):1188. Available from http://dx.doi.org/10.1890/10-1907.1 . Data set supplied by Ben Raymond.	2018-11-14T23:58:15.959Z
25919	131	single table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/wood2015	Wood SA, Russell R, Hanson D, Williams RJ, Dunne JA (2015) Data from: Effects of spatial scale of sampling on food web structure. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.g1qr6	2018-11-14T23:56:30.657Z
25838	1307	multi-table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/saproxylic	Stokland, J.; Dahlberg, A.; Meyke, E.; Schigel, D.; Siitonen, J. (2006) The Nordic saproxylic database - a comprehensive overview of the biological diversity in dead wood. 1st European Congress of Conservation Biology - "Diversity for Europe". August 2006, Hungary. Book of Abstracts. Society of Conservation Biology (USA) & Blackwell Publishing (UK) p. 159 .	2018-11-14T23:56:55.501Z
22827	379	single table	https://globalbioticinteractions.org/?accordingTo=globi:millerse/Buprestidae-of-North-America	Sarah E Miller. 06/10/2015. Species associations manually extracted from Chamberlin, W. J. The Buprestidae of North America, Exclusive of Mexico, a Catalogue including Synonomy, Bibliography, Distribution, Type Locality and Hosts of Each Species,. 1926.	2018-11-14T23:57:14.074Z
20823	809	single table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/gray2015	Gray C, Ma A, Perkins D, Hudson L, Figueroa D, Woodward G (2015). Database of trophic interactions. Zenodo. https://doi.org/10.5281/zenodo.13751	2018-11-14T23:58:52.983Z
16865	1519	multi-table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/brose	Brose, U. et al., 2005. Body sizes of consumers and their resources. Ecology 86:2545. Available from doi:10.1890/05-0379 .	2018-11-14T23:55:39.199Z
16331	125	multi-table	https://globalbioticinteractions.org/?accordingTo=globi:GoMexSI/akin	Akin, S., & Winemiller, K. O. (2006). Seasonal variation in food web composition and structure in a temperate tidal estuary. Estuaries and Coasts, 29(4), 552–567. doi:10.1007/bf02784282	2018-11-14T23:09:13.520Z
15596	7485	single table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/aps	Poelen, JH (2016). Plant pathogen-host interactions scraped from Common Names of Plant Diseases published by the American Phytopathological Society at http://www.apsnet.org/publications/commonnames/Pages/default.aspx using Samara, a Planteome (http://planteome.org) plant-trait scraper.	2018-11-14T23:57:15.762Z
14896	8335	single table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/siad	Species Interactions of Australia Database (SIAD): Helping us to understand species interactions in Australia and beyond. http://www.discoverlife.org/siad/ .	2018-11-14T23:19:58.089Z
13966	250	multi-table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/hechinger2011	Ryan F. Hechinger, Kevin D. Lafferty, John P. McLaughlin, Brian L. Fredensborg, Todd C. Huspeni, Julio Lorda, Parwant K. Sandhu, Jenny C. Shaw, Mark E. Torchin, Kathleen L. Whitney, and Armand M. Kuris 2011. Food webs including parasites, biomass, body sizes, and life stages for three California/Baja California estuaries. Ecology 92:791–791. https://doi.org/10.1890/10-1383.1 .	2018-11-14T23:05:12.267Z
13878	12852	single table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/virus-host-db	Mihara, T., Nishimura, Y., Shimizu, Y., Nishiyama, H., Yoshikawa, G., Uehara, H., Hingamp, P., Goto, S., and Ogata, H.; Linking virus genomes with host taxonomy. Viruses 8, 66 doi:10.3390/v8030066 (2016).	2018-11-14T23:19:03.999Z
12610	10542	single table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/gemina	Schriml, L. M., Arze, C., Nadendla, S., Ganapathy, A., Felix, V., Mahurkar, A., … Hall, N. (2009). GeMInA, Genomic Metadata for Infectious Agents, a geospatial surveillance pathogen database. Nucleic Acids Research, 38(Database), D754–D764. doi:10.1093/nar/gkp832	2018-11-14T23:57:50.115Z
10382	446	single table	https://globalbioticinteractions.org/?accordingTo=globi:PHI-base/data	Urban M, Cuzick A, Rutherford K, Irvine A, Pedro H, Pant R, Sadanadan V, Khamari L, Billal S, Mohanty S, Hammond-Kosack KE. PHI-base: a new interface and further additions for the multi-species pathogen-host interactions database. Nucleic Acids Res. 2017 Jan 4;45(D1):D604-D610. doi: 10.1093/nar/gkw1089. Epub 2016 Dec 3. PMID:27915230	2018-11-14T23:57:09.516Z
10382	446	single table	https://globalbioticinteractions.org/?accordingTo=globi:jhpoelen/data	Urban M, Cuzick A, Rutherford K, Irvine A, Pedro H, Pant R, Sadanadan V, Khamari L, Billal S, Mohanty S, Hammond-Kosack KE. PHI-base: a new interface and further additions for the multi-species pathogen-host interactions database. Nucleic Acids Res. 2017 Jan 4;45(D1):D604-D610. doi: 10.1093/nar/gkw1089. Epub 2016 Dec 3. PMID:27915230	2018-11-14T23:05:30.248Z
10382	446	single table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/phi-base-data	Urban M, Cuzick A, Rutherford K, Irvine A, Pedro H, Pant R, Sadanadan V, Khamari L, Billal S, Mohanty S, Hammond-Kosack KE. PHI-base: a new interface and further additions for the multi-species pathogen-host interactions database. Nucleic Acids Res. 2017 Jan 4;45(D1):D604-D610. doi: 10.1093/nar/gkw1089. Epub 2016 Dec 3. PMID:27915230	2018-09-18T22:07:28.927Z
9063	4265	single table	https://globalbioticinteractions.org/?accordingTo=globi:millerse/Benesh-et-al-2017	Sarah E Miller. 9/19/2017. Species associations manually extracted from Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680	2018-11-14T23:58:11.323Z
9063	4264	single table	https://globalbioticinteractions.org/?accordingTo=globi:cmungall/Benesh-et-al-2017	Sarah E Miller. 9/19/2017. Species associations manually extracted from Benesh, D. P., Lafferty, K. D. and Kuris, A. (2017), A life cycle database for parasitic acanthocephalans, cestodes, and nematodes. Ecology, 98: 882. doi:10.1002/ecy.1680	2018-11-14T23:55:48.244Z
8320	1051	single table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/bello2017	Bello, C., Galetti, M., Montan, D., Pizo, M. A., Mariguela, T. C., Culot, L., Bufalo, F., Labecca, F., Pedrosa, F., Constantini, R., Emer, C., Silva, W. R., da Silva, F. R., Ovaskainen, O. and Jordano, P. (2017), Atlantic frugivory: a plant–frugivore interaction data set for the Atlantic Forest. Ecology, 98: 1729. doi:10.1002/ecy.1818	2018-11-14T23:56:27.026Z
7720	364	multi-table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/szoboszlai2015	Szoboszlai AI, Thayer JA, Wood SA, Sydeman WJ, Koehn LE (2015) Data from: Forage species in predator diets: synthesis of data from the California Current. Dryad Digital Repository. http://dx.doi.org/10.5061/dryad.nv5d2	2018-11-14T23:55:28.254Z
7694	1797	single table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/AfricaTreeDatabase	Seltzer, Carrie; Wysocki, William; Palacios, Melissa; Eickhoff, Anna; Pilla, Hannah; Aungst, Jordan; Mercer, Aaron; Quicho, Jamie; Voss, Neil; Xu, Man; J. Ndangalasi, Henry; C. Lovett, Jon; J. Cordeiro, Norbert (2015): Plant-animal interactions from Africa. figshare. https://dx.doi.org/10.6084/m9.figshare.1526128	2018-11-14T23:58:12.384Z
7327	801	single table	https://globalbioticinteractions.org/?accordingTo=globi:millerse/Biological-Station-Arthropod-Collection	Sarah E. Miller.  07/06/2017.  Information extracted from dataset https://www.idigbio.org/portal/recordsets/db4bb0df-8539-4617-ab5f-eb118aa3126b.	2018-11-14T23:59:26.801Z
6774	511	multi-table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/dunne2016SanakNearshore	Nearshore foob web manually extracted from Supplementary Data S1 in Dunne, J. A., Maschner, H., Betts, M. W., Huntly, N., Russell, R., Williams, R. J., & Wood, S. A. (2016). The roles and impacts of human hunter-gatherers in North Pacific marine food webs. Scientific Reports, 6, 21179. doi:10.1038/srep21179	2018-11-14T23:59:14.133Z
6041	610	single table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/gandhi2009	Gandhi, K. J. K., & Herms, D. A. (2009). North American arthropods at risk due to widespread Fraxinus mortality caused by the Alien Emerald ash borer. Biological Invasions, 12(6), 1839–1846. doi:10.1007/s10530-009-9594-1.	2018-11-14T23:58:03.160Z
5673	620	single table	https://globalbioticinteractions.org/?accordingTo=globi:GoMexSI/simons	Simons JD. 1997. Food habits and trophic structure of the demersal fish assemblages on the Mississippi-Alabama continental shelf. PhD Thesis.	2018-11-14T23:05:59.492Z
5275	1472	dwca	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/Catalogue-of-Afrotropical-Bees	Eardley C, Coetzer W. 2011. Catalogue of Afrotropical Bees. http://doi.org/10.15468/u9ezbh	2018-11-14T23:06:03.472Z
5244	1669	single table	https://globalbioticinteractions.org/?accordingTo=globi:millerse/Plant-Pollinator-Web	Sarah E Miller. 6/19/2015. Species associations manually extracted from datasets https://www.nceas.ucsb.edu/interactionweb/resources.html.	2018-11-14T23:55:57.368Z
4409	463	multi-table	https://globalbioticinteractions.org/?accordingTo=globi:GoMexSI/abascal	http://gomexsi.tamucc.edu	2018-11-14T23:57:21.397Z
4167	971	single table	https://globalbioticinteractions.org/?accordingTo=globi:millerse/Lice	Sarah E Miller. 06/17/2015. Durden, Lance A., and Guy A. Musser. The Sucking Lice (Insecta, Anoplura) of the World : A Taxonomic Checklist with Records of Mammalian Hosts and Geographical Distributions. Bulletin of the AMNH ; No. 218. New York: American Museum of Natural History, 1994. Web.	2018-11-14T23:56:00.391Z
3589	1810	single table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/saito2016	Saito MU, Jinbo U, Yago M, Kurashima O, Ito M (2016) Larval host records of butterflies in Japan. Ecological Research 31: 491. doi:10.1007/s11284-016-1365-8	2018-11-14T23:58:31.868Z
3514	210	single table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/aps-turfgrasses	Poelen, JH (2017). Plant pathogen-host interactions semi-automatically scraped from Common Names of Plant Diseases published by the American Phytopathological Society at http://www.apsnet.org/publications/commonnames/Pages/Turfgrasses.aspx using Samara, a Planteome (http://planteome.org) plant-trait scraper.	2018-11-14T23:05:33.679Z
3343	961	single table	https://globalbioticinteractions.org/?accordingTo=globi:millerse/Pollination-Collection	Sarah E Miller. 5/30/2016. Interations from various papers.	2018-11-14T23:57:00.100Z
3338	157	multi-table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/thieltges2011	David W. Thieltges, Karsten Reise, Kim N. Mouritsen, John P. McLaughlin, and Robert Poulin. 2011. Food web including metazoan parasites for a tidal basin in Germany and Denmark. Ecology 92:2005. https://doi.org/10.1890/11-0351.1	2018-11-14T23:18:39.776Z
3293	260	single table	https://globalbioticinteractions.org/?accordingTo=globi:millerse/Bascompte-J.-Meli-n-C.J.-and-Sala-E.-2005	Sarah E Miller. 3/31/2015.  Species associations extracted from paper Jordi Bascompte, Carlos J. Melián, and Enric Sala Interaction strength combinations and the overfishing of a marine food web PNAS 2005 102: 5443-5447.	2018-11-14T23:18:50.462Z
3084	261	multi-table	https://globalbioticinteractions.org/?accordingTo=globi:jhpoelen/JLewis_GoMexSi	http://gomexsi.tamucc.edu	2018-11-14T23:08:14.274Z
2651	1012	single table	https://globalbioticinteractions.org/?accordingTo=globi:millerse/Flowers-and-insects-lists-of-visitors-to-four-hundred-and-fifty-three-flowers	Sarah E Miller. 6/25/2015. Species associations manually extracted from Robertson, C. 1929. Flowers and insects: lists of visitors to four hundred and fifty-three flowers. Carlinville, IL, USA, C. Robertson.	2018-11-14T23:06:05.695Z
2603	1445	single table	https://globalbioticinteractions.org/?accordingTo=globi:fgabriel1891/Plant-Frugivore-Interactions-SouthEastAsia	F. Gabriel. Muñoz. 2017. Palm-Animal frugivore associations extracted from literature with Biodiversity Observations Miner for SouthEast Asia.	2018-11-14T23:08:24.277Z
2534	738	single table	https://globalbioticinteractions.org/?accordingTo=globi:millerse/BHL-Interactions	Sarah E Miller. 5/21/2015. Text gathered from http://www.biodiversitylibrary.org/	2018-11-14T23:57:12.856Z
2450	230	multi-table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/planque2014	Benjamin Planque, Raul Primicerio, Kathrine Michalsen, Michaela Aschan, Grégoire Certain, Padmini Dalpadado, Harald Gjøsæater, Cecilie Hansen, Edda Johannesen, Lis Lindal Jørgensen, Ina Kolsum, Susanne Kortsch, Lise-Marie Leclerc, Lena Omli, Mette Skern-Mauritzen, and Magnus Wiedmann 2014. Who eats whom in the Barents Sea: a food web topology from plankton to whales. Ecology 95:1430–1430. https://doi.org/10.1890/13-1062.1	2018-11-14T23:18:28.757Z
2316	2666	single table	https://globalbioticinteractions.org/?accordingTo=globi:millerse/Lichenous	Sarah E Miller. 3/22/2016. Species associations extracted from Lawrey, J. D. & P. Diederich. 2016. Lichenicolous fungi – worldwide checklist, including isolated cultures and sequences available. URL: http://www.lichenicolous.net [1/3/2017].	2018-11-14T23:55:40.527Z
2290	126	single table	https://globalbioticinteractions.org/?accordingTo=globi:millerse/Carpinteria-Salt-Marsh-Web	Sarah E Miller. 6/19/2015. Species associations manually extracted from datasets https://www.nceas.ucsb.edu/interactionweb/resources.html.	2018-11-14T23:55:56.020Z
2156	717	single table	https://globalbioticinteractions.org/?accordingTo=globi:millerse/A-Host-parasite-Catalog-of-North-American-Tachinidae-Diptera-	Sarah E Miller. 5/28/2015. Arnaud, Paul Henri. A Host-parasite Catalog of North American Tachinidae (Diptera). Washington, D.C.: U.S. Dept. of Agriculture, Science and Education Administration, 1978.	2018-11-14T23:09:06.867Z
2090	205	multi-table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/byrnes	Southern California Bight Kelp Forest Food Web data provided by Jarrett Byrnes. Also available at https://doi.org/10.1111/j.1365-2486.2011.02409.x	2018-11-14T23:58:06.371Z
1924	126	multi-table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/mouritsen2011	Kim N. Mouritsen, Robert Poulin, John P. McLaughlin and David W. Thieltges. 2011. Food web including metazoan parasites for an intertidal ecosystem in New Zealand. Ecology 92:2006.  https://doi.org/10.1890/11-0371.1	2018-11-14T23:05:07.397Z
1905	63	multi-table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/preston2012	Daniel L. Preston, Sarah A. Orlofske, John P. McLaughlin, and Pieter T. J. Johnson. 2012. Food web including infectious agents for a California freshwater pond. Ecology 93:1760. https://doi.org/10.1890/11-2194.1	2018-11-14T23:57:39.233Z
1832	206	single table	https://globalbioticinteractions.org/?accordingTo=globi:millerse/Seaweed	Sarah E Miller. 9/2/2015. Byrnes, Jarrett Edward; Reed, Daniel C; Cardinale, Bradley Joseph; Cavanaugh, Kyle C; Holbrook, Sally J; Schmitt, Russell J (2012-02-27): SBC LTER: Reef: Feeding relationships for kelp forest species. Santa Barbara Coastal LTER; Long Term Ecological Research Network. http://dx.doi.org/10.6073/pasta/0873e69e238051cb67f28f6025f53da3	2018-11-14T23:56:40.877Z
1804	233	multi-table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/dunne2016SanakIntertidal	Intertidal food web manually extracted from Supplementary Data S1 in Dunne, J. A., Maschner, H., Betts, M. W., Huntly, N., Russell, R., Williams, R. J., & Wood, S. A. (2016). The roles and impacts of human hunter-gatherers in North Pacific marine food webs. Scientific Reports, 6, 21179. doi:10.1038/srep21179	2018-11-14T23:55:41.588Z
1577	102	multi-table	https://globalbioticinteractions.org/?accordingTo=globi:globalbioticinteractions/zander2011	Zander, C. D., Josten, N., Detloff, K. C., Poulin, R., McLaughlin, J. P., & Thieltges, D. W. (2011). Food web including metazoan parasites for a brackish shallow water ecosystem in Germany and Denmark. Ecology, 92(10):2007. https://doi.org/10.1890/11-0374.1	2018-11-14T23:05:52.236Z
1183	216	single table	https://globalbioticinteractions.org/?accordingTo=globi:millerse/Canadian-freshwater-fish-and-their-metazoan-parasites	Sarah E Miller. 6/18/2015. Species associations manually extracted from datasets https://www.nceas.ucsb.edu/interactionweb/resources.html.	2018-11-14T23:57:19.059Z
